id,조합상세,사용된 아이템,사용된 챔프,분해된 아이템,조합이름
870,"6 귀감,3 나무정령,2 선봉대,1 황제,1 대장장이,1 닌자","정의의 손길,용의 발톱,덤불 조끼,푸른 파수꾼,수호 천사,정의의 손길,수호 천사,거인 학살자,푸른 파수꾼,지크의 전령","라칸,자르반 4세,케넨,아트록스,자야,오른,질리언,아지르","2연습용 장갑,2음전자 망토,6여신의 눈물,1곡궁,1거인의 허리띠,4B.F. 대검,4쇠사슬 조끼",귀감
871,"4 선봉대,3 나무정령,3 광신도,2 영혼,2 신비술사,2 명사수,1 대장장이","푸른 파수꾼,모렐로노미콘,최후의 속삭임,고속 연사포,수호 천사,나무정령 새싹,이온 충격기,나무정령 새싹,강철의 솔라리 펜던트","브라움,잔나,티모,시비르,유미,세주아니,아트록스,오른","1연습용 장갑,3쓸데없이 큰 지팡이,3음전자 망토,2뒤집개,2여신의 눈물,3곡궁,1거인의 허리띠,1B.F. 대검,2쇠사슬 조끼",흡수자신성
872,"4 신성,3 처형자,3 조율자,2 영혼,2 신비술사,2 결투가,1 추방자,1 닌자","태양불꽃 망토,이온 충격기,수호 천사,푸른 파수꾼,마법공학 총검,결투가의 열정,덫 발톱","나서스,유미,이렐리아,킨드레드,쉔,케일,리 신,요네","1연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,2여신의 눈물,1곡궁,2거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",요술사
873,"6 대장군,3 학살자,3 광신도,2 암살자,2 선봉대,2 명사수,2 귀감,1 무모한 자","모렐로노미콘,쇼진의 창,거인의 결의,마법공학 총검,수은,서풍,정의의 손길,구인수의 격노검,수호 천사","가렌,니달리,엘리스,파이크,자르반 4세,카타리나,아트록스,트린다미어,사미라","2연습용 장갑,3쓸데없이 큰 지팡이,2음전자 망토,2여신의 눈물,2곡궁,2거인의 허리띠,3B.F. 대검,2쇠사슬 조끼",귀감
874,"4 명사수,3 선봉대,2 영혼,2 신비술사","루난의 허리케인,모렐로노미콘,쇼진의 창,고속 연사포,강철의 솔라리 펜던트,힘의 성배,구원,용의 발톱","트리스타나,브라움,잔나,티모,유미,시비르,아트록스,세주아니","2쓸데없이 큰 지팡이,4음전자 망토,3여신의 눈물,3곡궁,2거인의 허리띠,1B.F. 대검,1쇠사슬 조끼",처형자신성
875,"6 신성,4 처형자,2 조율자,2 영혼,2 신비술사,2 결투가,1 닌자","힘의 성배,라바돈의 죽음모자,이온 충격기,거인 학살자,수은,신성의 검,도적의 장갑,지크의 전령,고속 연사포,신성의 검,스태틱의 단검,최후의 속삭임,마법공학 총검,스태틱의 단검","잭스,유미,이렐리아,킨드레드,쉔,자야,케일,리 신","4연습용 장갑,4쓸데없이 큰 지팡이,3음전자 망토,2뒤집개,3여신의 눈물,6곡궁,1거인의 허리띠,5B.F. 대검",처형자신성
876,"4 선봉대,4 명사수,3 광신도,2 영혼,2 신비술사,1 무모한 자,1 대장장이","스태틱의 단검,쇼진의 창,모렐로노미콘,이온 충격기,가고일 돌갑옷,덤불 조끼,최후의 속삭임,수은,수호 천사,쇼진의 창,힘의 성배","트리스타나,티모,브라움,유미,시비르,아트록스,사미라,오른,질리언","2연습용 장갑,2쓸데없이 큰 지팡이,4음전자 망토,4여신의 눈물,2곡궁,1거인의 허리띠,3B.F. 대검,4쇠사슬 조끼",귀감
877,"4 선봉대,4 명사수,2 영혼,2 신비술사","수호 천사,정의의 손길,정의의 손길,수호자의 흉갑,모렐로노미콘,수호 천사,용의 발톱,거인 학살자,라바돈의 죽음모자","니달리,오공,잔나,티모,시비르,유미,세주아니,아트록스","2연습용 장갑,3쓸데없이 큰 지팡이,2음전자 망토,1뒤집개,2여신의 눈물,1곡궁,1거인의 허리띠,3B.F. 대검,3쇠사슬 조끼",귀감
878,"9 나무정령,3 요술사,2 싸움꾼,2 귀감,1 대장장이","서풍,이온 충격기,워모그의 갑옷,푸른 파수꾼,수호 천사,마법공학 총검,나무정령 새싹,구인수의 격노검,고속 연사포,용의 정령","마오카이,라칸,룰루,누누와 윌럼프,베이가,아우렐리온 솔,자야,오른","4쓸데없이 큰 지팡이,3음전자 망토,2뒤집개,2여신의 눈물,3곡궁,3거인의 허리띠,2B.F. 대검,1쇠사슬 조끼",처형자조율자신성
879,"4 선봉대,4 명사수,3 용의 영혼,3 광신도,2 영혼,2 신비술사","지크의 전령,수호 천사,모렐로노미콘,수은,대자연의 힘,수호자의 흉갑,워모그의 갑옷","니달리,트리스타나,브라움,티모,시비르,유미,세주아니,아트록스,질리언","1연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,3뒤집개,4거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",선봉신비우화
880,"4 처형자,3 조율자,2 영혼,2 신성,2 신비술사,2 귀감,1 추방자,1 닌자","푸른 파수꾼,푸른 파수꾼,힘의 성배,수호 천사,스태틱의 단검,수호 천사,정의의 손길,수은,고속 연사포","라칸,유미,이렐리아,킨드레드,쉔,자야,케일,요네","2연습용 장갑,2음전자 망토,7여신의 눈물,3곡궁,2B.F. 대검,2쇠사슬 조끼",대장군학살자
881,"6 대장군,3 행운,2 암살자,2 선봉대,2 귀감,2 결투가,1 황제","서풍,태양불꽃 망토,힘의 성배,마법공학 총검,마법공학 총검,거인의 결의,수은,모렐로노미콘,스태틱의 단검,서풍,루덴의 메아리","니달리,가렌,자르반 4세,파이크,카타리나,세주아니,트린다미어,아지르,리 신","1연습용 장갑,4쓸데없이 큰 지팡이,4음전자 망토,3여신의 눈물,2곡궁,4거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",요술사
882,"4 신성,3 처형자,3 조율자,2 신비술사,2 선지자,2 귀감,2 결투가,1 황제,1 닌자","지크의 전령,힘의 성배,도적의 장갑,고속 연사포,쇼진의 창,고속 연사포,정의의 손길,구인수의 격노검,덤불 조끼,얼어붙은 심장,강철의 솔라리 펜던트","잔나,잭스,킨드레드,이렐리아,자야,쉔,케일,아지르,리 신","3연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,4여신의 눈물,5곡궁,1거인의 허리띠,2B.F. 대검,4쇠사슬 조끼",처형자신성
883,"4 신성,3 처형자,2 흡수자,2 조율자,2 선지자,2 결투가,1 닌자","도적의 장갑,침묵의 장막,보석 건틀릿,정의의 손길,마법공학 총검,수은,수은,정의의 손길,수호 천사","잭스,킨드레드,이렐리아,쉔,자야,모르가나,케일,리 신","8연습용 장갑,2쓸데없이 큰 지팡이,2음전자 망토,2여신의 눈물,2B.F. 대검,2쇠사슬 조끼",귀감
884,"4 처형자,2 영혼,2 신성,2 선봉대,2 귀감,2 결투가,1 황제,1 대장장이","도적의 장갑,루난의 허리케인,거인 학살자,정의의 손길,스태틱의 단검,모렐로노미콘,결투가의 열정,수호 천사,용의 발톱","잭스,유미,킨드레드,자야,세주아니,케일,아지르,오른","3연습용 장갑,1쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,2여신의 눈물,4곡궁,1거인의 허리띠,2B.F. 대검,1쇠사슬 조끼",결투가
885,"6 신성,3 조율자,2 흡수자,2 신비술사,2 결투가,1 추방자,1 닌자","얼어붙은 심장,얼어붙은 심장,고속 연사포,수호 천사,지크의 전령,수호 천사,푸른 파수꾼,정의의 손길,수은,모렐로노미콘,마법공학 총검,워모그의 갑옷,구원","나서스,잭스,이렐리아,쉔,케일,질리언,리 신,스웨인,요네","2연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,6여신의 눈물,2곡궁,5거인의 허리띠,4B.F. 대검,4쇠사슬 조끼",선봉학살올라프
886,"5 학살자,4 대장군,3 귀감,3 광신도,2 암살자,2 명사수,1 황제,1 무모한 자","지크의 전령,거인의 결의,수은,마법공학 총검,덤불 조끼,태양불꽃 망토,이온 충격기,고속 연사포,정의의 손길,루난의 허리케인","엘리스,자르반 4세,파이크,시비르,카타리나,올라프,트린다미어,아지르,사미라","2연습용 장갑,2쓸데없이 큰 지팡이,3음전자 망토,1여신의 눈물,4곡궁,2거인의 허리띠,2B.F. 대검,4쇠사슬 조끼",광신도
887,"4 선지자,3 조율자,3 신성,2 흡수자,2 암살자,2 신비술사,2 결투가,1 추방자,1 닌자","모렐로노미콘,보석 건틀릿,요우무의 유령검,정의의 손길,수호 천사,최후의 속삭임,얼어붙은 심장,강철의 솔라리 펜던트","잔나,잭스,이렐리아,쉔,모르가나,탈론,리 신,요네","4연습용 장갑,3쓸데없이 큰 지팡이,1뒤집개,2여신의 눈물,1곡궁,1거인의 허리띠,1B.F. 대검,3쇠사슬 조끼",나무정령
888,"4 처형자,2 조율자,2 영혼,2 신성,2 신비술사,2 귀감,1 황제,1 닌자","이온 충격기,워모그의 갑옷,태양불꽃 망토,침묵의 장막,도적의 장갑,강철의 솔라리 펜던트,수은,고속 연사포,수호 천사,강철의 솔라리 펜던트","유미,이렐리아,킨드레드,자야,쉔,케일,아지르,아지르","4연습용 장갑,3쓸데없이 큰 지팡이,2음전자 망토,2곡궁,3거인의 허리띠,1B.F. 대검,5쇠사슬 조끼",선봉신비우화
889,"3 학살자,2 흡수자,2 조율자,2 신비술사,2 명사수,1 황제,1 추방자,1 무모한 자,1 닌자","강철의 솔라리 펜던트,지크의 전령,지크의 전령,지크의 전령,모렐로노미콘,라바돈의 죽음모자,루덴의 메아리,구원,죽음의 검,최후의 속삭임,수호 천사","다리우스,시비르,모르가나,쉔,스웨인,아지르,요네,사미라,질리언","1연습용 장갑,5쓸데없이 큰 지팡이,2여신의 눈물,1곡궁,5거인의 허리띠,6B.F. 대검,2쇠사슬 조끼",영혼시비르
890,"4 신성,3 처형자,2 흡수자,2 조율자,2 신비술사,2 선지자,2 귀감,1 황제,1 닌자","모렐로노미콘,덫 발톱,푸른 파수꾼,덤불 조끼,용의 발톱,강철의 솔라리 펜던트,고속 연사포,수호 천사,루난의 허리케인","나서스,잭스,이렐리아,킨드레드,모르가나,쉔,자야,케일,아지르","1연습용 장갑,2쓸데없이 큰 지팡이,3음전자 망토,2여신의 눈물,3곡궁,2거인의 허리띠,1B.F. 대검,4쇠사슬 조끼",요술사
891,"6 용의 영혼,3 학살자,3 요술사,2 흡수자,2 암살자,2 명사수,1 무모한 자","태양불꽃 망토,침묵의 장막,정의의 손길,쇼진의 창,수호 천사,루난의 허리케인,수호 천사,요우무의 유령검,피바라기,최후의 속삭임,도적의 장갑,수은,죽음의 검","트리스타나,브랜드,파이크,룰루,브라움,아우렐리온 솔,올라프,사미라,스웨인","7연습용 장갑,3음전자 망토,1뒤집개,2여신의 눈물,2곡궁,1거인의 허리띠,6B.F. 대검,4쇠사슬 조끼",선봉학살올라프
892,"3 학살자,3 용의 영혼,3 선봉대,3 광신도,2 흡수자","모렐로노미콘,힘의 성배,힘의 성배,수호 천사,최후의 속삭임,죽음의 검,용의 발톱","트리스타나,블라디미르,파이크,세주아니,아트록스,올라프,트린다미어,스웨인","1연습용 장갑,1쓸데없이 큰 지팡이,4음전자 망토,2여신의 눈물,1곡궁,1거인의 허리띠,3B.F. 대검,1쇠사슬 조끼",요술사
893,"4 조율자,4 신성,3 처형자,2 영혼,2 신비술사,2 결투가,1 추방자,1 닌자","강철의 솔라리 펜던트,서풍,고속 연사포,수은,라바돈의 죽음모자,서풍,수호 천사,정의의 손길,덤불 조끼","잭스,킨드레드,유미,이렐리아,자야,쉔,케일,리 신,요네","2연습용 장갑,3쓸데없이 큰 지팡이,3음전자 망토,1여신의 눈물,2곡궁,2거인의 허리띠,1B.F. 대검,4쇠사슬 조끼",요술사
894,"4 암살자,4 닌자,2 조율자,2 영혼,2 신비술사,1 추방자","고속 연사포,무한의 대검,최후의 속삭임,라바돈의 죽음모자,구인수의 격노검,구원,침묵의 장막,용의 발톱,용의 발톱,라바돈의 죽음모자,마법공학 총검","다이애나,제드,파이크,아칼리,유미,케넨,쉔,요네","3연습용 장갑,6쓸데없이 큰 지팡이,4음전자 망토,1여신의 눈물,4곡궁,1거인의 허리띠,2B.F. 대검,1쇠사슬 조끼",싸움꾼
895,"4 신성,3 조율자,2 신비술사,2 선봉대,1 추방자,1 닌자","지크의 전령,지크의 전령,고속 연사포,구원,침묵의 장막,수은,정의의 손길,구인수의 격노검","나서스,잭스,유미,이렐리아,세주아니,쉔,케일,요네","3연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,2여신의 눈물,3곡궁,3거인의 허리띠,2B.F. 대검,1쇠사슬 조끼",처형자나무정령
896,"4 선봉대,3 학살자,3 용의 영혼,2 흡수자,1 대장장이","지크의 전령,모렐로노미콘,수호 천사,루난의 허리케인,정의의 손길,수호 천사,거인의 결의,거인의 결의","브라움,파이크,모르가나,아트록스,세주아니,올라프,스웨인,오른","1연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,1여신의 눈물,3곡궁,2거인의 허리띠,3B.F. 대검,4쇠사슬 조끼",선봉학살올라프
897,"6 선봉대,3 학살자,3 용의 영혼,1 무모한 자,1 대장장이","루난의 허리케인,수호 천사,거인 학살자,덤불 조끼,수호자의 흉갑,서풍","브라움,파이크,세주아니,올라프,아트록스,사미라,스웨인,오른","2음전자 망토,1뒤집개,2곡궁,1거인의 허리띠,2B.F. 대검,4쇠사슬 조끼",요술사
898,"4 영혼,4 신성,3 처형자,2 결투가","서풍,정의의 손길,수호 천사,거인의 결의,수은,고속 연사포,거인 학살자,덤불 조끼","잭스,티모,이렐리아,유미,킨드레드,자야,케일,리 신","2연습용 장갑,2음전자 망토,1여신의 눈물,4곡궁,1거인의 허리띠,2B.F. 대검,4쇠사슬 조끼",대장군학살자
899,"4 선봉대,3 학살자,3 용의 영혼,2 암살자,1 추방자","강철의 솔라리 펜던트,루덴의 메아리,정의의 손길,루난의 허리케인,수호 천사,용의 정령,덤불 조끼,용의 발톱,요우무의 유령검","브라움,파이크,아트록스,세주아니,세주아니,올라프,트린다미어,요네","2연습용 장갑,3쓸데없이 큰 지팡이,3음전자 망토,2뒤집개,2여신의 눈물,1곡궁,1B.F. 대검,4쇠사슬 조끼",요술사
900,"6 선봉대,3 학살자,3 광신도,2 명사수,1 무모한 자,1 대장장이","침묵의 장막,쇼진의 창,힘의 성배,도적의 장갑,워모그의 갑옷,용의 발톱,침묵의 장막,수호자의 흉갑,라바돈의 죽음모자,수호 천사,최후의 속삭임,죽음의 검","노틸러스,파이크,시비르,세주아니,아트록스,트린다미어,사미라,오른","5연습용 장갑,2쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,2여신의 눈물,1곡궁,2거인의 허리띠,4B.F. 대검,4쇠사슬 조끼",나무정령
901,"6 나무정령,3 요술사,3 귀감,1 황제","힘의 성배,도적의 장갑,덫 발톱,얼어붙은 심장,태양불꽃 망토,푸른 파수꾼,마법공학 총검,용의 발톱,루난의 허리케인,정의의 손길,죽음의 검,용의 발톱,구인수의 격노검,루난의 허리케인","라칸,룰루,애니,누누와 윌럼프,베이가,자야,아지르,아지르","4연습용 장갑,2쓸데없이 큰 지팡이,7음전자 망토,5여신의 눈물,3곡궁,2거인의 허리띠,3B.F. 대검,2쇠사슬 조끼",귀감
902,"4 선지자,3 조율자,2 흡수자,2 암살자,2 신성,2 신비술사,1 추방자,1 닌자","무한의 대검,모렐로노미콘,용의 발톱,라바돈의 죽음모자,이온 충격기,거인 학살자,용의 발톱,무한의 대검,정의의 손길,피바라기,모렐로노미콘,강철의 솔라리 펜던트,가고일 돌갑옷","나서스,잔나,이렐리아,모르가나,모르가나,쉔,탈론,요네","3연습용 장갑,6쓸데없이 큰 지팡이,7음전자 망토,1여신의 눈물,1곡궁,2거인의 허리띠,4B.F. 대검,2쇠사슬 조끼",나무정령
903,"6 신성,3 처형자,2 조율자,2 영혼,2 신비술사,2 결투가,1 닌자","즈롯 차원문,도적의 장갑,라바돈의 죽음모자,마법공학 총검,태양불꽃 망토,고속 연사포,구인수의 격노검,수은,모렐로노미콘,침묵의 장막,마법공학 총검","나서스,잭스,유미,이렐리아,킨드레드,자야,쉔,케일,리 신","4연습용 장갑,6쓸데없이 큰 지팡이,1음전자 망토,4곡궁,3거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",영혼시비르
904,"6 용의 영혼,3 학살자,2 선봉대,2 명사수,1 무모한 자","수호 천사,죽음의 검,거인의 결의,태양불꽃 망토,수호 천사,마법공학 총검,푸른 파수꾼","트리스타나,브라움,올라프,트린다미어,세주아니,아우렐리온 솔,사미라,스웨인","1쓸데없이 큰 지팡이,2여신의 눈물,1곡궁,1거인의 허리띠,5B.F. 대검,4쇠사슬 조끼",선봉학살올라프
905,"4 귀감,3 대장군,3 광신도,2 암살자,2 선봉대,1 닌자","서풍,마법공학 총검,수은,거인의 결의,라바돈의 죽음모자,라바돈의 죽음모자,수호 천사,덫 발톱,죽음의 검","엘리스,엘리스,가렌,자르반 4세,파이크,카타리나,케넨,아트록스","2연습용 장갑,5쓸데없이 큰 지팡이,2음전자 망토,1곡궁,2거인의 허리띠,4B.F. 대검,2쇠사슬 조끼",영혼시비르
906,"4 명사수,3 광신도,2 조율자,2 영혼,2 신비술사,2 선봉대,1 황제,1 추방자,1 무모한 자,1 닌자","강철의 솔라리 펜던트,최후의 속삭임,최후의 속삭임,고속 연사포,수은,침묵의 장막,모렐로노미콘,도적의 장갑,힘의 성배,가고일 돌갑옷,보석 건틀릿,쇼진의 창","트리스타나,티모,유미,시비르,쉔,세주아니,아트록스,사미라,아지르,요네","7연습용 장갑,3쓸데없이 큰 지팡이,3음전자 망토,2여신의 눈물,4곡궁,1거인의 허리띠,1B.F. 대검,3쇠사슬 조끼",흡수자신성
907,"6 선봉대,3 학살자,3 용의 영혼,2 명사수,1 무모한 자","모렐로노미콘,태양불꽃 망토,워모그의 갑옷,죽음의 검,수호 천사,용의 발톱,수은,최후의 속삭임,얼어붙은 심장,수호자의 흉갑","트리스타나,노틸러스,브라움,세주아니,아트록스,올라프,트린다미어,사미라","2연습용 장갑,1쓸데없이 큰 지팡이,3음전자 망토,1뒤집개,1여신의 눈물,1곡궁,4거인의 허리띠,3B.F. 대검,4쇠사슬 조끼",선봉학살올라프
908,"5 선지자,3 조율자,2 흡수자,2 암살자,2 신성,2 신비술사,1 추방자,1 닌자","고속 연사포,라바돈의 죽음모자,모렐로노미콘,요우무의 유령검,수호 천사,정의의 손길,거인 학살자,서풍,덤불 조끼","잔나,이렐리아,모르가나,쉔,탈론,리 신,스웨인,요네","2연습용 장갑,3쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,1여신의 눈물,3곡궁,2거인의 허리띠,2B.F. 대검,3쇠사슬 조끼",영혼시비르
909,"6 용의 영혼,3 학살자,2 선봉대,2 결투가","모렐로노미콘,수은,즈롯 차원문,고속 연사포,구인수의 격노검,정의의 손길,강철의 솔라리 펜던트,죽음의 검,침묵의 장막,용의 정령,이온 충격기","브라움,파이크,쉬바나,세주아니,올라프,트린다미어,리 신,리 신,스웨인","3연습용 장갑,5쓸데없이 큰 지팡이,2음전자 망토,1뒤집개,1여신의 눈물,4곡궁,2거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",결투가
910,"4 용의 영혼,3 학살자,3 선봉대,2 신비술사,1 무모한 자,1 닌자","루난의 허리케인,고속 연사포,정의의 손길,용의 정령,최후의 속삭임,라바돈의 죽음모자,푸른 파수꾼","파이크,브라움,올라프,세주아니,쉔,아트록스,사미라,스웨인","2연습용 장갑,3쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,4곡궁,3여신의 눈물",결투가
911,"9 대장군,3 학살자,2 암살자,2 명사수,2 귀감,1 황제,1 무모한 자","침묵의 장막,즈롯 차원문,용의 발톱,정의의 손길,보석 건틀릿,대장군의 깃발,보석 건틀릿,힘의 성배,거인의 결의,수은,마법공학 총검,덫 발톱,대장군의 깃발,고속 연사포,최후의 속삭임","니달리,자르반 4세,바이,파이크,카타리나,트린다미어,아지르,사미라","7연습용 장갑,3쓸데없이 큰 지팡이,4음전자 망토,2뒤집개,2여신의 눈물,5곡궁,4거인의 허리띠,1B.F. 대검,2쇠사슬 조끼",광신도
912,"4 처형자,3 신성,2 조율자,2 영혼,2 신비술사,2 귀감,2 결투가,1 황제,1 닌자","태양불꽃 망토,지크의 전령,정의의 손길,고속 연사포,수은,결투가의 열정","잭스,유미,이렐리아,킨드레드,쉔,자야,케일,아지르","2연습용 장갑,1음전자 망토,1뒤집개,1여신의 눈물,3곡궁,2거인의 허리띠,1B.F. 대검,1쇠사슬 조끼",광신도
913,"4 암살자,4 닌자,2 조율자,2 신비술사,1 추방자,1 우두머리","최후의 속삭임,강철의 솔라리 펜던트,수호 천사,요우무의 유령검,고속 연사포,정의의 손길,무한의 대검,얼어붙은 심장,태양불꽃 망토,힘의 성배,최후의 속삭임,푸른 파수꾼","제드,파이크,케넨,아칼리,쉔,세트,요네,질리언","5연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,5여신의 눈물,4곡궁,1거인의 허리띠,2B.F. 대검,4쇠사슬 조끼",결투가
914,"3 처형자,3 조율자,3 신성,2 영혼,2 신비술사,1 추방자,1 닌자","지크의 전령,지크의 전령,정의의 손길,최후의 속삭임,덫 발톱,태양불꽃 망토,용의 발톱,고속 연사포,수은,스태틱의 단검,침묵의 장막","잭스,유미,이렐리아,킨드레드,자야,쉔,케일,요네","5연습용 장갑,3음전자 망토,2여신의 눈물,4곡궁,4거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",학살자명사수
915,"6 암살자,4 닌자,2 조율자,1 추방자","구원,고속 연사포,무한의 대검,푸른 파수꾼,요우무의 유령검,보석 건틀릿,쇼진의 창,이온 충격기,최후의 속삭임,구원","다이애나,제드,파이크,아칼리,케넨,쉔,탈론,요네","4연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,5여신의 눈물,3곡궁,2거인의 허리띠,2B.F. 대검",처형자조율자신성
916,"9 대장군,2 암살자,2 귀감,1 황제","구원,도적의 장갑,침묵의 장막,대장군의 깃발,강철의 솔라리 펜던트,얼어붙은 심장,구원,마법공학 총검,수은,거인의 결의,무한의 대검,침묵의 장막,모렐로노미콘","가렌,니달리,자르반 4세,파이크,바이,카타리나,트린다미어,아지르","6연습용 장갑,3쓸데없이 큰 지팡이,1음전자 망토,1뒤집개,3여신의 눈물,1곡궁,4거인의 허리띠,2B.F. 대검,5쇠사슬 조끼",선봉신비우화
917,"7 요술사,3 용의 영혼,3 나무정령","루덴의 메아리,루덴의 메아리,수호 천사,요술사의 모자,용의 발톱,정의의 손길,마법공학 총검","브랜드,라칸,브라움,애니,룰루,베이가,아우렐리온 솔","1연습용 장갑,3쓸데없이 큰 지팡이,2음전자 망토,1뒤집개,4여신의 눈물,2B.F. 대검,1쇠사슬 조끼",귀감
918,"4 신성,2 처형자,2 조율자,2 영혼,2 신비술사,2 결투가,1 황제,1 닌자","침묵의 장막,지크의 전령,지크의 전령,고속 연사포,구인수의 격노검,수은,강철의 솔라리 펜던트","잭스,유미,이렐리아,킨드레드,쉔,케일,리 신,아지르","2연습용 장갑,2쓸데없이 큰 지팡이,1음전자 망토,3곡궁,2거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",영혼시비르
919,"4 처형자,4 신성,2 조율자,2 영혼,2 신비술사,2 결투가,1 닌자","강철의 솔라리 펜던트,침묵의 장막,지크의 전령,죽음의 검,모렐로노미콘,고속 연사포,정의의 손길,구인수의 격노검","잭스,유미,이렐리아,킨드레드,쉔,자야,케일,리 신","2연습용 장갑,3쓸데없이 큰 지팡이,1여신의 눈물,3곡궁,2거인의 허리띠,3B.F. 대검,2쇠사슬 조끼",영혼시비르
920,"6 결투가,3 처형자,3 신성,2 영혼,2 신비술사,1 황제,1 닌자","침묵의 장막,지크의 전령,고속 연사포,결투가의 열정,침묵의 장막,고속 연사포,수은,결투가의 열정,덤불 조끼,강철의 솔라리 펜던트,정의의 손길,결투가의 열정","잭스,유미,킨드레드,쉔,트린다미어,케일,리 신,아지르","4연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,3뒤집개,1여신의 눈물,7곡궁,1거인의 허리띠,1B.F. 대검,5쇠사슬 조끼",광신도
921,"4 처형자,4 신성,2 조율자,2 영혼,2 신비술사,2 귀감,2 결투가,1 황제,1 닌자","지크의 전령,강철의 솔라리 펜던트,정의의 손길,정의의 손길,거인 학살자,고속 연사포,정의의 손길,수호 천사,푸른 파수꾼,태양불꽃 망토,모렐로노미콘","잭스,유미,이렐리아,킨드레드,쉔,자야,케일,아지르,리 신","3연습용 장갑,2쓸데없이 큰 지팡이,5여신의 눈물,3곡궁,3거인의 허리띠,3B.F. 대검,3쇠사슬 조끼",영혼시비르
922,"5 신성,3 처형자,3 조율자,2 영혼,2 신비술사,2 결투가,1 추방자,1 닌자","지크의 전령,지크의 전령,스태틱의 단검,수은,고속 연사포,구인수의 격노검,푸른 파수꾼,스태틱의 단검,가고일 돌갑옷,가고일 돌갑옷,정의의 손길,루덴의 메아리","잭스,유미,이렐리아,킨드레드,자야,쉔,케일,리 신,요네","2연습용 장갑,2쓸데없이 큰 지팡이,3음전자 망토,6여신의 눈물,5곡궁,2거인의 허리띠,2B.F. 대검,2쇠사슬 조끼",처형자신성
923,"4 대장군,3 학살자,2 조율자,2 명사수,1 황제,1 추방자,1 우두머리,1 무모한 자","즈롯 차원문,태양불꽃 망토,수은,최후의 속삭임,무한의 대검,태양불꽃 망토,마법공학 총검,대장군의 깃발,마법공학 총검,거인의 결의,도적의 장갑,덫 발톱,덫 발톱,마법공학 총검,거인의 결의,수은","니달리,파이크,트린다미어,사미라,세트,스웨인,아지르,요네,요네","8연습용 장갑,3쓸데없이 큰 지팡이,2음전자 망토,1뒤집개,4곡궁,6거인의 허리띠,4B.F. 대검,4쇠사슬 조끼",영혼시비르
924,"7 대장군,3 학살자,2 암살자,2 귀감,1 황제","도적의 장갑,루난의 허리케인,루덴의 메아리,도적의 장갑,푸른 파수꾼,대장군의 깃발,거인의 결의,마법공학 총검,거인의 결의,수은,최후의 속삭임,거인 학살자,거인의 결의","니달리,파이크,바이,자르반 4세,다리우스,카타리나,트린다미어,아지르","6연습용 장갑,2쓸데없이 큰 지팡이,2음전자 망토,1뒤집개,3여신의 눈물,6곡궁,1거인의 허리띠,2B.F. 대검,3쇠사슬 조끼",처형자신성
925,"6 학살자,3 용의 영혼,3 선봉대,2 결투가,1 추방자,1 우두머리,1 무모한 자","모렐로노미콘,죽음의 검,고속 연사포,루난의 허리케인,수호 천사,무한의 대검,수호 천사,보석 건틀릿,수호자의 흉갑,도적의 장갑,수은,용의 발톱","브라움,파이크,다리우스,세주아니,올라프,트린다미어,리 신,사미라,세트,스웨인,요네","5연습용 장갑,2쓸데없이 큰 지팡이,4음전자 망토,1뒤집개,3곡궁,1거인의 허리띠,5B.F. 대검,3쇠사슬 조끼",나무정령
926,"6 선봉대,3 학살자,3 용의 영혼,2 명사수,1 무모한 자","워모그의 갑옷,루덴의 메아리,워모그의 갑옷,무한의 대검,고속 연사포,루난의 허리케인,수호자의 흉갑,수호자의 흉갑,최후의 속삭임","트리스타나,노틸러스,브라움,트린다미어,세주아니,아트록스,올라프,올라프,사미라","2연습용 장갑,1쓸데없이 큰 지팡이,1음전자 망토,2뒤집개,1여신의 눈물,4곡궁,4거인의 허리띠,1B.F. 대검,2쇠사슬 조끼",광신도
927,"5 요술사,4 용의 영혼,2 선봉대","지크의 전령,수호 천사,루덴의 메아리,루덴의 메아리,즈롯 차원문,수호 천사,용의 발톱,수호 천사","트위스티드 페이트,브랜드,브라움,룰루,애니,아우렐리온 솔,세주아니,리 신","2쓸데없이 큰 지팡이,2음전자 망토,2여신의 눈물,1곡궁,2거인의 허리띠,4B.F. 대검,3쇠사슬 조끼",요술사
