id,조합상세,사용된 아이템,사용된 챔프,분해된 아이템,조합이름
793,"6 용의 영혼,3 학살자,2 선봉대,2 결투가","태양불꽃 망토,워모그의 갑옷,루덴의 메아리,루난의 허리케인,루난의 허리케인,스태틱의 단검,용의 정령,루난의 허리케인","트리스타나,브라움,쉬바나,세주아니,올라프,트린다미어,리 신,스웨인","1뒤집개,3거인의 허리띠,2쓸데없이 큰 지팡이,1쇠사슬 조끼,4곡궁,3음전자 망토,2여신의 눈물",처형자신성
794,"6 대장군,2 암살자,2 선봉대,2 귀감,1 닌자","보석 건틀릿,무한의 대검,거인의 결의,태양불꽃 망토,스태틱의 단검,구인수의 격노검,마법공학 총검,거인의 결의,용의 발톱","가렌,니달리,파이크,바이,자르반 4세,케넨,카타리나,아트록스","2B.F. 대검,1거인의 허리띠,3쓸데없이 큰 지팡이,3쇠사슬 조끼,4곡궁,2음전자 망토,1여신의 눈물,2연습용 장갑",대장군학살자
795,"4 신성,4 결투가,3 처형자,2 조율자,2 신비술사,2 선지자,1 닌자","서풍,지크의 전령,지크의 전령,태양불꽃 망토,고속 연사포,결투가의 열정,결투가의 열정,쇼진의 창","피오라,잭스,이렐리아,킨드레드,쉔,자야,케일,질리언","3B.F. 대검,2뒤집개,4거인의 허리띠,1쇠사슬 조끼,4곡궁,1음전자 망토,1여신의 눈물",학살자명사수
796,"6 대장군,2 암살자,2 선봉대,2 귀감,1 닌자","워모그의 갑옷,이온 충격기,거인 학살자,태양불꽃 망토,마법공학 총검,정의의 손길,무한의 대검,용의 발톱,무한의 대검,보석 건틀릿","가렌,니달리,바이,자르반 4세,케넨,카타리나,트린다미어,아트록스","4B.F. 대검,3거인의 허리띠,3쓸데없이 큰 지팡이,1쇠사슬 조끼,1곡궁,3음전자 망토,1여신의 눈물,4연습용 장갑",나무정령
797,"7 요술사,4 나무정령,3 용의 영혼,2 선봉대,1 대장장이","루덴의 메아리,루덴의 메아리,수호 천사,힘의 성배,쇼진의 창,가고일 돌갑옷,모렐로노미콘,나무정령 새싹","트위스티드 페이트,브랜드,브라움,룰루,애니,베이가,아우렐리온 솔,오른","2B.F. 대검,1뒤집개,1거인의 허리띠,3쓸데없이 큰 지팡이,2쇠사슬 조끼,3음전자 망토,4여신의 눈물",귀감
798,"4 흡수자,4 신성,4 선지자,2 조율자,2 신비술사,1 닌자","거인의 결의,용의 발톱,거인의 결의,강철의 솔라리 펜던트,구원,신성의 검,모렐로노미콘,거인 학살자,이온 충격기,가고일 돌갑옷,이온 충격기,수호 천사","나서스,잔나,블라디미르,이렐리아,모르가나,쉔,탈론,스웨인","3B.F. 대검,1뒤집개,2거인의 허리띠,4쓸데없이 큰 지팡이,5쇠사슬 조끼,3곡궁,5음전자 망토,1여신의 눈물",요술사
799,"6 귀감,4 나무정령,2 선봉대,1 황제,1 대장장이,1 닌자","서풍,얼어붙은 심장,덤불 조끼,정의의 손길,나무정령 새싹,모렐로노미콘,거인 학살자,최후의 속삭임,수호 천사,수호 천사","엘리스,오공,라칸,자르반 4세,케넨,자야,오른,아지르","3B.F. 대검,1뒤집개,2거인의 허리띠,1쓸데없이 큰 지팡이,5쇠사슬 조끼,2곡궁,2음전자 망토,2여신의 눈물,2연습용 장갑",선봉학살올라프
800,"6 학살자,3 용의 영혼,3 선봉대,2 명사수,1 무모한 자","지크의 전령,구원,지크의 전령,서풍,루난의 허리케인,죽음의 검,고속 연사포,정의의 손길,피바라기,구인수의 격노검","트리스타나,브라움,파이크,다리우스,세주아니,아트록스,올라프,트린다미어,사미라","5B.F. 대검,4거인의 허리띠,1쓸데없이 큰 지팡이,4곡궁,3음전자 망토,2여신의 눈물,1연습용 장갑",처형자신성
801,"4 선봉대,3 나무정령,3 광신도,2 영혼,2 신비술사,2 명사수,1 대장장이","푸른 파수꾼,모렐로노미콘,최후의 속삭임,고속 연사포,수호 천사,나무정령 새싹,이온 충격기,나무정령 새싹,강철의 솔라리 펜던트","브라움,잔나,티모,시비르,유미,세주아니,아트록스,오른","1B.F. 대검,2뒤집개,1거인의 허리띠,3쓸데없이 큰 지팡이,2쇠사슬 조끼,3곡궁,3음전자 망토,2여신의 눈물,1연습용 장갑",흡수자신성
802,"4 신성,3 처형자,3 조율자,2 영혼,2 신비술사,2 결투가,1 추방자,1 닌자","태양불꽃 망토,이온 충격기,수호 천사,푸른 파수꾼,마법공학 총검,결투가의 열정,덫 발톱","나서스,유미,이렐리아,킨드레드,쉔,케일,리 신,요네","2B.F. 대검,1뒤집개,2거인의 허리띠,2쓸데없이 큰 지팡이,2쇠사슬 조끼,1곡궁,1음전자 망토,2여신의 눈물,1연습용 장갑",요술사
803,"6 대장군,3 학살자,3 광신도,2 암살자,2 선봉대,2 명사수,2 귀감,1 무모한 자","모렐로노미콘,쇼진의 창,거인의 결의,마법공학 총검,수은,서풍,정의의 손길,구인수의 격노검,수호 천사","가렌,니달리,엘리스,파이크,자르반 4세,카타리나,아트록스,트린다미어,사미라","3B.F. 대검,2거인의 허리띠,3쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,2음전자 망토,2여신의 눈물,2연습용 장갑",귀감
804,"4 명사수,3 선봉대,2 영혼,2 신비술사","루난의 허리케인,모렐로노미콘,쇼진의 창,고속 연사포,강철의 솔라리 펜던트,힘의 성배,구원,용의 발톱","트리스타나,브라움,잔나,티모,유미,시비르,아트록스,세주아니","1B.F. 대검,2거인의 허리띠,2쓸데없이 큰 지팡이,1쇠사슬 조끼,3곡궁,4음전자 망토,3여신의 눈물",처형자신성
805,"6 신성,4 처형자,2 조율자,2 영혼,2 신비술사,2 결투가,1 닌자","힘의 성배,라바돈의 죽음모자,이온 충격기,거인 학살자,수은,신성의 검,도적의 장갑,지크의 전령,고속 연사포,신성의 검,스태틱의 단검,최후의 속삭임,마법공학 총검,스태틱의 단검","잭스,유미,이렐리아,킨드레드,쉔,자야,케일,리 신","5B.F. 대검,2뒤집개,1거인의 허리띠,4쓸데없이 큰 지팡이,6곡궁,3음전자 망토,3여신의 눈물,4연습용 장갑",처형자신성
806,"4 선봉대,4 명사수,3 광신도,2 영혼,2 신비술사,1 무모한 자,1 대장장이","스태틱의 단검,쇼진의 창,모렐로노미콘,이온 충격기,가고일 돌갑옷,덤불 조끼,최후의 속삭임,수은,수호 천사,쇼진의 창,힘의 성배","트리스타나,티모,브라움,유미,시비르,아트록스,사미라,오른,질리언","3B.F. 대검,1거인의 허리띠,2쓸데없이 큰 지팡이,4쇠사슬 조끼,2곡궁,4음전자 망토,4여신의 눈물,2연습용 장갑",귀감
807,"4 선봉대,4 명사수,2 영혼,2 신비술사","수호 천사,정의의 손길,정의의 손길,수호자의 흉갑,모렐로노미콘,수호 천사,용의 발톱,거인 학살자,라바돈의 죽음모자","니달리,오공,잔나,티모,시비르,유미,세주아니,아트록스","3B.F. 대검,1뒤집개,1거인의 허리띠,3쓸데없이 큰 지팡이,3쇠사슬 조끼,1곡궁,2음전자 망토,2여신의 눈물,2연습용 장갑",귀감
808,"9 나무정령,3 요술사,2 싸움꾼,2 귀감,1 대장장이","서풍,이온 충격기,워모그의 갑옷,푸른 파수꾼,수호 천사,마법공학 총검,나무정령 새싹,구인수의 격노검,고속 연사포,용의 정령","마오카이,라칸,룰루,누누와 윌럼프,베이가,아우렐리온 솔,자야,오른","2B.F. 대검,2뒤집개,3거인의 허리띠,4쓸데없이 큰 지팡이,1쇠사슬 조끼,3곡궁,3음전자 망토,2여신의 눈물",처형자조율자신성
809,"4 선봉대,4 명사수,3 용의 영혼,3 광신도,2 영혼,2 신비술사","지크의 전령,수호 천사,모렐로노미콘,수은,대자연의 힘,수호자의 흉갑,워모그의 갑옷","니달리,트리스타나,브라움,티모,시비르,유미,세주아니,아트록스,질리언","2B.F. 대검,3뒤집개,4거인의 허리띠,1쓸데없이 큰 지팡이,2쇠사슬 조끼,1음전자 망토,1연습용 장갑",선봉신비우화
810,"4 처형자,3 조율자,2 영혼,2 신성,2 신비술사,2 귀감,1 추방자,1 닌자","푸른 파수꾼,푸른 파수꾼,힘의 성배,수호 천사,스태틱의 단검,수호 천사,정의의 손길,수은,고속 연사포","라칸,유미,이렐리아,킨드레드,쉔,자야,케일,요네","2B.F. 대검,2쇠사슬 조끼,3곡궁,2음전자 망토,7여신의 눈물,2연습용 장갑",대장군학살자
811,"4 선지자,3 조율자,3 신성,2 흡수자,2 암살자,2 신비술사,2 결투가,1 추방자,1 닌자","모렐로노미콘,보석 건틀릿,요우무의 유령검,정의의 손길,수호 천사,최후의 속삭임,얼어붙은 심장,강철의 솔라리 펜던트","잔나,잭스,이렐리아,쉔,모르가나,탈론,리 신,요네","1B.F. 대검,1뒤집개,1거인의 허리띠,3쓸데없이 큰 지팡이,3쇠사슬 조끼,1곡궁,2여신의 눈물,4연습용 장갑",나무정령
812,"4 처형자,2 조율자,2 영혼,2 신성,2 신비술사,2 귀감,1 황제,1 닌자","이온 충격기,워모그의 갑옷,태양불꽃 망토,침묵의 장막,도적의 장갑,강철의 솔라리 펜던트,수은,고속 연사포,수호 천사,강철의 솔라리 펜던트","유미,이렐리아,킨드레드,자야,쉔,케일,아지르,아지르","1B.F. 대검,3거인의 허리띠,3쓸데없이 큰 지팡이,5쇠사슬 조끼,2곡궁,2음전자 망토,4연습용 장갑",선봉신비우화
813,"3 학살자,2 흡수자,2 조율자,2 신비술사,2 명사수,1 황제,1 추방자,1 무모한 자,1 닌자","강철의 솔라리 펜던트,지크의 전령,지크의 전령,지크의 전령,모렐로노미콘,라바돈의 죽음모자,루덴의 메아리,구원,죽음의 검,최후의 속삭임,수호 천사","다리우스,시비르,모르가나,쉔,스웨인,아지르,요네,사미라,질리언","6B.F. 대검,5거인의 허리띠,5쓸데없이 큰 지팡이,2쇠사슬 조끼,1곡궁,2여신의 눈물,1연습용 장갑",영혼시비르
814,"4 신성,3 처형자,2 흡수자,2 조율자,2 신비술사,2 선지자,2 귀감,1 황제,1 닌자","모렐로노미콘,덫 발톱,푸른 파수꾼,덤불 조끼,용의 발톱,강철의 솔라리 펜던트,고속 연사포,수호 천사,루난의 허리케인","나서스,잭스,이렐리아,킨드레드,모르가나,쉔,자야,케일,아지르","1B.F. 대검,2거인의 허리띠,2쓸데없이 큰 지팡이,4쇠사슬 조끼,3곡궁,3음전자 망토,2여신의 눈물,1연습용 장갑",요술사
815,"4 처형자,4 신성,3 조율자,2 결투가,1 추방자,1 닌자","서풍,모렐로노미콘,고속 연사포,수은,구인수의 격노검,스태틱의 단검,수은,용의 발톱,서풍","잭스,이렐리아,킨드레드,쉔,자야,케일,리 신,요네","3거인의 허리띠,2쓸데없이 큰 지팡이,4곡궁,6음전자 망토,1여신의 눈물,2연습용 장갑",처형자신성
816,"6 신성,3 처형자,2 결투가","즈롯 차원문,용의 발톱,수호 천사,피바라기,수은,정의의 손길,고속 연사포,수호 천사","나서스,잭스,이렐리아,킨드레드,자야,케일,리 신","3B.F. 대검,1거인의 허리띠,2쇠사슬 조끼,3곡궁,4음전자 망토,1여신의 눈물,2연습용 장갑",대장군학살자
817,"4 신성,4 결투가,3 처형자,3 조율자,2 귀감,1 황제,1 닌자","구원,강철의 솔라리 펜던트,피바라기,스태틱의 단검,수은,고속 연사포,결투가의 열정,푸른 파수꾼,마법공학 총검,모렐로노미콘","잭스,이렐리아,킨드레드,쉔,자야,케일,트린다미어,리 신,아지르","2B.F. 대검,1뒤집개,2거인의 허리띠,3쓸데없이 큰 지팡이,1쇠사슬 조끼,4곡궁,2음전자 망토,4여신의 눈물,1연습용 장갑",처형자조율자신성
818,"6 대장군,4 귀감,3 광신도,2 암살자,2 선봉대,1 황제","태양불꽃 망토,용의 발톱,이온 충격기,거인의 결의,수은,마법공학 총검,지크의 전령,강철의 솔라리 펜던트,고속 연사포,거인의 결의,도적의 장갑,워모그의 갑옷,덤불 조끼","가렌,엘리스,자르반 4세,파이크,카타리나,아트록스,자야,트린다미어,아지르","2B.F. 대검,4거인의 허리띠,3쓸데없이 큰 지팡이,6쇠사슬 조끼,4곡궁,4음전자 망토,3연습용 장갑",선봉신비우화
819,"6 귀감,4 광신도,2 처형자,1 황제,1 닌자","모렐로노미콘,푸른 파수꾼,마법공학 총검,워모그의 갑옷,쇼진의 창,거인 학살자,수호 천사","엘리스,자르반 4세,파이크,킨드레드,케넨,아트록스,자야,아지르,질리언","4B.F. 대검,3거인의 허리띠,2쓸데없이 큰 지팡이,1쇠사슬 조끼,1곡궁,3여신의 눈물",흡수자선지자
820,"4 결투가,3 학살자,3 대장군,3 광신도,2 신성,2 명사수,2 귀감,1 황제,1 무모한 자,1 대장장이","태양불꽃 망토,거인 학살자,정의의 손길,수은,구원,얼어붙은 심장,대장군의 깃발,수은,가고일 돌갑옷,결투가의 열정","엘리스,잭스,파이크,트린다미어,리 신,사미라,아지르,오른,질리언","1B.F. 대검,2뒤집개,3거인의 허리띠,3쇠사슬 조끼,2곡궁,3음전자 망토,3여신의 눈물,3연습용 장갑",처형자나무정령
821,"6 귀감,2 선봉대,1 닌자","모렐로노미콘,용의 발톱,가고일 돌갑옷,수호 천사,거인 학살자,워모그의 갑옷,힘의 성배,침묵의 장막","엘리스,라칸,자르반 4세,케넨,세주아니,자야,아트록스","2B.F. 대검,3거인의 허리띠,1쓸데없이 큰 지팡이,3쇠사슬 조끼,1곡궁,4음전자 망토,1여신의 눈물,1연습용 장갑",요술사
822,"6 학살자,3 광신도,2 명사수,1 무모한 자,1 닌자","모렐로노미콘,용의 발톱,덤불 조끼,모렐로노미콘,최후의 속삭임,힘의 성배,정의의 손길","트리스타나,제드,파이크,다리우스,트린다미어,아트록스,올라프,사미라","2거인의 허리띠,2쓸데없이 큰 지팡이,2쇠사슬 조끼,1곡궁,3음전자 망토,2여신의 눈물,2연습용 장갑",귀감
823,"4 선봉대,3 용의 영혼,3 요술사,1 황제,1 우두머리","힘의 성배,마법공학 총검,마법공학 총검,라바돈의 죽음모자,즈롯 차원문,태양불꽃 망토,나무정령 새싹","브랜드,룰루,브라움,세주아니,아우렐리온 솔,아트록스,세트,아지르","2B.F. 대검,1뒤집개,2거인의 허리띠,4쓸데없이 큰 지팡이,1쇠사슬 조끼,1곡궁,2음전자 망토,1여신의 눈물",처형자조율자신성
824,"4 처형자,4 신성,2 영혼,2 귀감,2 결투가,1 황제","루난의 허리케인,강철의 솔라리 펜던트,모렐로노미콘,지크의 전령,마법공학 총검,정의의 손길,고속 연사포,수호 천사,수호 천사,수은,고속 연사포","잭스,킨드레드,유미,이렐리아,아트록스,자야,케일,리 신,아지르","4B.F. 대검,2거인의 허리띠,3쓸데없이 큰 지팡이,3쇠사슬 조끼,5곡궁,2음전자 망토,1여신의 눈물,2연습용 장갑",선봉학살올라프
825,"7 싸움꾼,3 용의 영혼","모렐로노미콘,덫 발톱,덤불 조끼,라바돈의 죽음모자,고속 연사포,정의의 손길,정의의 손길,이온 충격기","브랜드,마오카이,탐 켄치,트리스타나,바이,누누와 윌럼프,쉬바나,초가스","2거인의 허리띠,4쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,1음전자 망토,2여신의 눈물,3연습용 장갑",처형자나무정령
826,"4 암살자,4 닌자","고속 연사포,정의의 손길,무한의 대검,지크의 전령,워모그의 갑옷,루덴의 메아리,거인 학살자","제드,파이크,아칼리,케넨,쉔,세주아니,탈론","3B.F. 대검,3거인의 허리띠,1쓸데없이 큰 지팡이,3곡궁,2여신의 눈물,2연습용 장갑",영혼시비르
827,"6 학살자,3 용의 영혼,2 선봉대,2 결투가,1 닌자","용의 정령,가고일 돌갑옷,거인 학살자,수호 천사,덤불 조끼,무한의 대검,수은,최후의 속삭임,용의 정령,힘의 성배","제드,파이크,다리우스,아트록스,세주아니,올라프,트린다미어,리 신","3B.F. 대검,2뒤집개,2쓸데없이 큰 지팡이,4쇠사슬 조끼,2곡궁,3음전자 망토,1여신의 눈물,3연습용 장갑",나무정령
828,"7 요술사,3 용의 영혼,3 나무정령,1 대장장이","지크의 전령,거인의 결의,워모그의 갑옷,서풍,정의의 손길,마법공학 총검,푸른 파수꾼,보석 건틀릿,수호 천사","브랜드,트위스티드 페이트,룰루,애니,쉬바나,베이가,아우렐리온 솔,오른","3B.F. 대검,4거인의 허리띠,2쓸데없이 큰 지팡이,2쇠사슬 조끼,1곡궁,1음전자 망토,3여신의 눈물,2연습용 장갑",귀감
829,"4 영혼,3 학살자,2 암살자,2 신비술사,1 황제,1 닌자","서풍,모렐로노미콘,수호 천사,고속 연사포,수은,구원,얼어붙은 심장,지크의 전령,정의의 손길,구인수의 격노검","다이애나,잔나,티모,파이크,제드,유미,킨드레드,아지르","2B.F. 대검,4거인의 허리띠,2쓸데없이 큰 지팡이,2쇠사슬 조끼,3곡궁,2음전자 망토,3여신의 눈물,2연습용 장갑",처형자조율자신성
830,"6 용의 영혼,3 학살자,2 선봉대,2 명사수,1 무모한 자","정의의 손길,수호 천사,루난의 허리케인,용의 정령,가고일 돌갑옷,모렐로노미콘,요술사의 모자","트리스타나,브라움,파이크,세주아니,아우렐리온 솔,올라프,사미라,스웨인","1B.F. 대검,2뒤집개,1거인의 허리띠,2쓸데없이 큰 지팡이,2쇠사슬 조끼,1곡궁,2음전자 망토,2여신의 눈물,1연습용 장갑",요술사
831,"6 싸움꾼,6 나무정령,2 처형자,2 귀감,1 우두머리","워모그의 갑옷,마법공학 총검,수호 천사,거인 학살자,정의의 손길,구원,나무정령 새싹,거인의 결의,강철의 솔라리 펜던트","마오카이,라칸,바이,쉬바나,누누와 윌럼프,케일,자야,초가스,세트","3B.F. 대검,1뒤집개,3거인의 허리띠,2쓸데없이 큰 지팡이,3쇠사슬 조끼,2곡궁,1음전자 망토,2여신의 눈물,1연습용 장갑",영혼시비르
832,"6 나무정령,4 싸움꾼,3 처형자,2 귀감,1 우두머리,1 대장장이","즈롯 차원문,태양불꽃 망토,푸른 파수꾼,루덴의 메아리,정의의 손길,구인수의 격노검,수호 천사,서풍,라바돈의 죽음모자","마오카이,라칸,누누와 윌럼프,베이가,케일,자야,초가스,세트,오른","1B.F. 대검,3거인의 허리띠,4쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,1음전자 망토,4여신의 눈물,1연습용 장갑",처형자조율자신성
833,"6 싸움꾼,6 나무정령,2 귀감,1 우두머리","푸른 파수꾼,용의 발톱,마법공학 총검,거인 학살자,구인수의 격노검,수호 천사,얼어붙은 심장,루덴의 메아리,이온 충격기,나무정령 새싹","마오카이,라칸,베이가,쉬바나,누누와 윌럼프,자야,초가스,세트","3B.F. 대검,1뒤집개,4쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,4음전자 망토,4여신의 눈물",싸움꾼
834,"6 나무정령,5 싸움꾼,2 귀감,1 우두머리,1 대장장이","라바돈의 죽음모자,마법공학 총검,마법공학 총검,태양불꽃 망토,정의의 손길,수호 천사,정의의 손길,가고일 돌갑옷,마법공학 총검,거인의 결의","마오카이,라칸,베이가,누누와 윌럼프,초가스,자야,세트,오른","4B.F. 대검,1거인의 허리띠,5쓸데없이 큰 지팡이,4쇠사슬 조끼,1곡궁,1음전자 망토,2여신의 눈물,2연습용 장갑",선봉학살올라프
835,"5 나무정령,4 싸움꾼,2 귀감","마법공학 총검,용의 발톱,구원,수호 천사,구인수의 격노검,정의의 손길","마오카이,탐 켄치,바이,라칸,누누와 윌럼프,쉬바나,자야,초가스","2B.F. 대검,1거인의 허리띠,2쓸데없이 큰 지팡이,1쇠사슬 조끼,1곡궁,2음전자 망토,2여신의 눈물,1연습용 장갑",요술사
836,"6 싸움꾼,6 나무정령,2 처형자,2 귀감,1 우두머리","워모그의 갑옷,태양불꽃 망토,도적의 장갑,수은,죽음의 검,거인 학살자,구인수의 격노검,정의의 손길,마법공학 총검,거인의 결의,나무정령 새싹","마오카이,탐 켄치,라칸,쉬바나,누누와 윌럼프,초가스,케일,자야,세트","4B.F. 대검,1뒤집개,3거인의 허리띠,2쓸데없이 큰 지팡이,2쇠사슬 조끼,3곡궁,2음전자 망토,1여신의 눈물,4연습용 장갑",영혼시비르
837,"6 싸움꾼,6 나무정령,2 귀감,1 우두머리,1 대장장이","워모그의 갑옷,이온 충격기,스태틱의 단검,구인수의 격노검,구인수의 격노검,구인수의 격노검,정의의 손길,수호 천사,구원,용의 정령,도적의 장갑,푸른 파수꾼,모렐로노미콘","마오카이,라칸,누누와 윌럼프,베이가,쉬바나,자야,초가스,오른,세트","1B.F. 대검,1뒤집개,4거인의 허리띠,6쓸데없이 큰 지팡이,1쇠사슬 조끼,4곡궁,1음전자 망토,5여신의 눈물,3연습용 장갑",처형자조율자신성
838,"6 싸움꾼,6 나무정령,2 선봉대,2 귀감,1 우두머리,1 대장장이","지크의 전령,힘의 성배,도적의 장갑,정의의 손길,서풍,용의 발톱,수호자의 흉갑,라바돈의 죽음모자,구원,구인수의 격노검,정의의 손길,거인의 결의","마오카이,라칸,베이가,쉬바나,누누와 윌럼프,초가스,자야,세트,오른","1B.F. 대검,1뒤집개,3거인의 허리띠,3쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,4음전자 망토,4여신의 눈물,4연습용 장갑",처형자나무정령
839,"6 나무정령,4 싸움꾼,2 처형자,2 귀감,1 우두머리","워모그의 갑옷,강철의 솔라리 펜던트,거인 학살자,정의의 손길,수호 천사,고속 연사포,수호 천사,태양불꽃 망토,덤불 조끼","마오카이,라칸,룰루,누누와 윌럼프,자야,초가스,케일,세트","3B.F. 대검,3거인의 허리띠,1쓸데없이 큰 지팡이,6쇠사슬 조끼,3곡궁,1여신의 눈물,1연습용 장갑",영혼시비르
840,"6 나무정령,4 싸움꾼,3 귀감,1 우두머리","워모그의 갑옷,거인의 결의,정의의 손길,구인수의 격노검,수호 천사,태양불꽃 망토,보석 건틀릿,얼어붙은 심장","마오카이,룰루,라칸,베이가,누누와 윌럼프,자야,초가스,세트","1B.F. 대검,3거인의 허리띠,2쓸데없이 큰 지팡이,4쇠사슬 조끼,2곡궁,2여신의 눈물,2연습용 장갑",처형자나무정령
841,"6 대장군,2 암살자,2 선봉대","힘의 성배,마법공학 총검,거인 학살자,수은,모렐로노미콘,거인 학살자","니달리,가렌,바이,자르반 4세,카타리나,세주아니,트린다미어","3B.F. 대검,1거인의 허리띠,2쓸데없이 큰 지팡이,2곡궁,2음전자 망토,1여신의 눈물,1연습용 장갑",처형자조율자신성
842,"7 요술사,3 나무정령,1 황제","힘의 성배,스태틱의 단검,태양불꽃 망토,용의 발톱,수은,마법공학 총검,덫 발톱,거인의 결의,나무정령 새싹","브랜드,트위스티드 페이트,룰루,애니,베이가,아우렐리온 솔,아지르,아지르","1B.F. 대검,1뒤집개,2거인의 허리띠,1쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,5음전자 망토,2여신의 눈물,2연습용 장갑",요술사
843,"5 선지자,2 흡수자,2 조율자,2 암살자,2 신비술사,1 황제,1 닌자","덫 발톱,덫 발톱,즈롯 차원문,덫 발톱,무한의 대검,수호 천사,정의의 손길,모렐로노미콘,용의 발톱,이온 충격기,태양불꽃 망토","잔나,파이크,이렐리아,쉔,탈론,모르가나,스웨인,아지르","2B.F. 대검,6거인의 허리띠,2쓸데없이 큰 지팡이,2쇠사슬 조끼,1곡궁,3음전자 망토,1여신의 눈물,5연습용 장갑",처형자나무정령
844,"3 학살자,3 용의 영혼,3 대장군,2 선봉대,2 명사수,1 황제,1 무모한 자","요우무의 유령검,태양불꽃 망토,지크의 전령,라바돈의 죽음모자,수호 천사,죽음의 검,최후의 속삭임,최후의 속삭임,수호 천사,거인 학살자","트리스타나,브랜드,올라프,세주아니,아트록스,트린다미어,아지르,사미라","6B.F. 대검,1뒤집개,2거인의 허리띠,2쓸데없이 큰 지팡이,3쇠사슬 조끼,3곡궁,3연습용 장갑",영혼시비르
845,"6 용의 영혼,3 학살자,2 결투가,1 황제,1 추방자","용의 정령,고속 연사포,용의 정령,수호 천사,나무정령 새싹,마법공학 총검,태양불꽃 망토,수은","브라움,다리우스,쉬바나,올라프,트린다미어,스웨인,아지르,요네,질리언","2B.F. 대검,3뒤집개,1거인의 허리띠,3쓸데없이 큰 지팡이,2쇠사슬 조끼,2곡궁,2음전자 망토,1연습용 장갑",요술사
846,"6 용의 영혼,2 귀감,1 황제,1 우두머리","구인수의 격노검,수은,거인 학살자,용의 발톱,나무정령 새싹,보석 건틀릿,거인의 결의,용의 발톱,힘의 성배","브랜드,트리스타나,라칸,브라움,아우렐리온 솔,세트,스웨인,아지르","1B.F. 대검,1뒤집개,2쓸데없이 큰 지팡이,1쇠사슬 조끼,3곡궁,7음전자 망토,1여신의 눈물,2연습용 장갑",결투가
847,"3 학살자,3 용의 영혼,3 선봉대,3 광신도,2 명사수,1 무모한 자","태양불꽃 망토,지크의 전령,지크의 전령,루난의 허리케인,죽음의 검,용의 발톱,정의의 손길,용의 발톱,라바돈의 죽음모자","브라움,파이크,시비르,세주아니,아트록스,올라프,올라프,사미라","4B.F. 대검,3거인의 허리띠,2쓸데없이 큰 지팡이,1쇠사슬 조끼,1곡궁,5음전자 망토,1여신의 눈물,1연습용 장갑",흡수자선지자
848,"4 신비술사,4 선봉대,3 우화,1 황제","거인 학살자,거인의 결의,마법공학 총검,마법공학 총검,수호자의 흉갑,보석 건틀릿,강철의 솔라리 펜던트,신성의 검,수은,모렐로노미콘,지크의 전령","노틸러스,니코,유미,세주아니,아트록스,초가스,아지르,질리언","5B.F. 대검,2뒤집개,2거인의 허리띠,5쓸데없이 큰 지팡이,3쇠사슬 조끼,2곡궁,1음전자 망토,2연습용 장갑",선봉학살올라프
849,"4 명사수,3 학살자,3 광신도,2 선봉대,1 황제,1 무모한 자","강철의 솔라리 펜던트,최후의 속삭임,정의의 손길,덫 발톱,루덴의 메아리,태양불꽃 망토,수호 천사,고속 연사포","파이크,티모,다리우스,시비르,세주아니,아트록스,아지르,사미라","1B.F. 대검,2거인의 허리띠,2쓸데없이 큰 지팡이,3쇠사슬 조끼,3곡궁,2여신의 눈물,3연습용 장갑",처형자나무정령
850,"6 대장군,2 암살자","태양불꽃 망토,대장군의 깃발,침묵의 장막,수은,거인의 결의,마법공학 총검,스태틱의 단검,루덴의 메아리","니달리,바이,자르반 4세,파이크,카타리나,아트록스,트린다미어","1B.F. 대검,1뒤집개,2거인의 허리띠,2쓸데없이 큰 지팡이,3쇠사슬 조끼,2곡궁,1음전자 망토,2여신의 눈물,2연습용 장갑",선봉학살올라프
851,"7 싸움꾼,3 나무정령,1 대장장이","태양불꽃 망토,고속 연사포,루난의 허리케인,루난의 허리케인,정의의 손길,마법공학 총검,마법공학 총검,모렐로노미콘,침묵의 장막","탐 켄치,마오카이,바이,쉬바나,누누와 윌럼프,초가스,초가스,오른","2B.F. 대검,2거인의 허리띠,3쓸데없이 큰 지팡이,2쇠사슬 조끼,4곡궁,2음전자 망토,1여신의 눈물,2연습용 장갑",처형자조율자신성
852,"4 처형자,3 나무정령,2 영혼,2 신비술사,2 선봉대,2 귀감,1 대장장이,1 닌자","힘의 성배,푸른 파수꾼,얼어붙은 심장,얼어붙은 심장,침묵의 장막,정의의 손길,정의의 손길,수호 천사,수호 천사,마법공학 총검","라칸,유미,킨드레드,세주아니,쉔,자야,케일,오른","3B.F. 대검,1쓸데없이 큰 지팡이,5쇠사슬 조끼,1음전자 망토,7여신의 눈물,3연습용 장갑",귀감
853,"7 요술사,3 용의 영혼,3 나무정령","루덴의 메아리,루덴의 메아리,정의의 손길,서풍,즈롯 차원문,수은,마법공학 총검,마법공학 총검,정의의 손길","트위스티드 페이트,브랜드,브라움,라칸,룰루,애니,베이가,아우렐리온 솔","2B.F. 대검,2거인의 허리띠,4쓸데없이 큰 지팡이,1곡궁,2음전자 망토,4여신의 눈물,3연습용 장갑",싸움꾼
